48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48
48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48
48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48
48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48
48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48
48	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	48
48	9	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	11	48
48	9	45	3	4	5	45	3	4	4	4	4	4	4	4	5	45	3	4	4	4	4	4	4	4	4	4	4	4	4	4	5	45	3	4	4	4	4	4	4	5	10	3	4	5	45	3	4	4	4	5	45	3	4	4	4	5	45	11	48
48	9	47	21	22	23	45	12	13	13	13	13	13	13	13	14	45	21	22	22	22	22	22	22	22	22	22	22	22	22	22	23	45	21	22	22	22	22	22	22	23	10	12	13	14	45	21	22	22	22	23	45	21	22	22	22	23	47	11	48
48	9	45	45	45	45	45	12	13	6	22	22	22	22	22	23	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	10	10	10	10	10	10	10	10	10	10	12	13	14	45	45	45	45	45	45	45	45	45	45	45	45	45	11	48
48	18	19	19	19	32	45	12	13	14	45	45	45	45	45	45	45	3	4	4	4	4	4	5	45	3	4	4	4	4	4	5	10	24	25	8	34	34	17	25	26	10	12	13	14	45	3	4	4	4	4	4	5	45	31	19	19	19	20	48
48	48	48	48	48	9	45	12	13	14	45	3	4	4	4	5	45	12	13	13	13	13	13	14	45	12	13	13	13	13	13	14	10	33	10	10	10	10	10	10	35	10	12	13	14	45	12	13	6	22	7	13	14	45	11	48	48	48	48	48
48	1	1	1	1	41	45	12	13	14	45	21	22	7	13	14	45	12	13	6	22	7	13	14	45	12	13	6	22	7	13	14	10	33	10	10	10	10	10	10	35	10	12	13	14	45	12	13	15	4	16	13	14	45	40	1	1	1	1	48
10	10	10	10	10	10	45	12	13	14	45	45	47	12	13	14	45	12	13	14	10	12	13	14	45	12	13	14	10	12	13	14	10	33	10	10	10	10	10	10	35	10	12	13	14	45	12	13	6	22	22	22	23	45	10	10	10	10	10	10
48	19	19	19	19	32	45	12	13	15	4	4	4	16	13	14	45	12	13	15	4	16	13	14	45	12	13	15	4	16	13	14	10	42	43	43	43	43	43	43	44	10	12	13	14	45	12	13	14	45	45	45	45	45	31	19	19	19	19	48
48	48	48	48	48	9	45	12	13	13	13	13	13	13	13	14	45	12	13	13	13	13	13	14	45	12	13	13	13	13	13	14	10	10	10	10	10	10	10	10	10	10	12	13	14	45	12	13	15	4	4	4	5	45	11	48	48	48	48	48
48	0	1	1	1	41	45	21	22	22	22	22	22	22	22	23	45	21	22	22	22	22	22	23	45	21	22	22	22	22	22	23	10	3	4	4	4	4	4	4	5	10	21	22	23	45	21	22	22	22	22	22	23	45	40	1	1	1	2	48
48	9	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	21	22	22	7	6	22	22	23	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	11	48
48	9	45	3	4	4	5	45	3	4	4	4	4	4	4	4	4	5	45	3	5	45	3	4	4	4	4	4	4	4	4	5	45	45	45	45	12	14	45	45	45	45	3	4	4	4	4	4	4	4	5	45	3	4	4	4	5	45	11	48
48	9	45	21	22	22	23	45	21	22	22	22	22	22	22	22	22	23	45	12	14	45	21	22	22	22	22	22	22	22	22	23	45	3	5	45	21	23	45	3	5	45	21	22	22	22	22	22	22	22	23	45	21	22	22	22	23	45	11	48
48	9	47	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	12	14	45	45	45	45	45	45	45	45	45	45	45	45	12	14	45	10	10	45	12	14	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	47	11	48
48	18	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	39	38	19	19	19	19	19	19	19	19	19	19	19	19	39	38	19	19	19	19	39	38	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	20	48
48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48
48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48
48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48
48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48
