10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
10	47	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	47	10
10	45	47	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	47	45	10
10	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	10
10	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	10
10	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	10
10	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	10
10	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	10
10	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	10
10	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	10
10	45	45	45	45	45	45	10	10	10	10	10	10	10	10	10	10	45	45	45	45	45	45	10
10	45	45	45	45	45	45	10	24	25	8	34	34	17	25	26	10	45	45	45	45	45	45	10
10	45	45	45	45	45	45	10	33	10	10	10	10	10	10	35	10	45	45	45	45	45	45	10
10	45	45	45	45	45	45	10	33	10	10	10	10	10	10	35	10	45	45	45	45	45	45	10
10	45	45	45	45	45	45	10	33	10	10	10	10	10	10	35	10	45	45	45	45	45	45	10
10	45	45	45	45	45	45	10	42	43	43	43	43	43	43	44	10	45	45	45	45	45	45	10
10	45	45	45	45	45	45	10	10	10	10	10	10	10	10	10	10	45	45	45	45	45	45	10
10	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	10
10	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	10
10	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	10
10	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	10
10	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	10
10	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	10
10	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	10
10	45	47	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	47	45	10
10	47	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	47	10
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
